d_w_id	d_id	d_ytd	d_tax	d_next_o_id	d_name	d_street_1	d_street_2	d_city	d_state	d_zip
4	8	5ecc613150de01b7e6824594426f24f4	0.1053	3001	xXlicQ	d53278caed96552e0459cd6fb241df57	e91571d29dbd3377c11d545402c2bf80	384f298517459886a808844214a324e9	FX	148011111
4	9	5ecc613150de01b7e6824594426f24f4	0.1365	3001	YCFPLvl	30fe76006e0b172d428e75eea8504cd9	f1d3918bc84e4d462df66912cb8df9fc	6d3a4104be0850b2aea85cff7d5aa713	IT	818011111
4	10	5ecc613150de01b7e6824594426f24f4	0.0501	3001	ok8pjO4	2a8424fdcfbae6e3d5424e46b8b9cc3c	c8b2147811351455403bfdac6fcff687	f89659b6adba680c595eb8a5f38c41b0	UM	258611111
20	1	5ecc613150de01b7e6824594426f24f4	0.0836	3001	JPkkwGJ734	df6a9da3dbb442a121d7df04ab2083db	c2011fd2b45ae116eeeafed505450d67	5be1463b47433470210eb1d2a9542b4e	PM	788711111
20	2	5ecc613150de01b7e6824594426f24f4	0.0822	3001	lbXu4S	14cc9c89e4933a73d5c4cd88811dba41	90699e2416550fb4bf5e29f55f2d8eaa	385be76d721d8d4e9c1aa9fe875bc542	CE	985111111
20	3	5ecc613150de01b7e6824594426f24f4	0.0809	3001	vd2lOz	c5f6d9ac2d509ccc6c7187c2880c4418	703d9c7a7f90a4e1292a4320c5324ce2	c5ba63122a9cb89e0e3e5d86f368a36b	MQ	834611111
20	4	5ecc613150de01b7e6824594426f24f4	0.006	3001	ls7TWQHLnW	8095acc7bca33d9f2e769f24ed6199f3	5da23b03da23bce7fb02210171f768d1	d415c71ec09cca9359efd3966a6f36db	IQ	880911111
20	5	5ecc613150de01b7e6824594426f24f4	0.0784	3001	nKVhbEWw	579342116aad3963e578e28c216e6fe7	7af4517b8a2a0fbdeb27c2c609f690a6	078d024d4256726a7eae5027a5fa1bc7	GY	026411111
20	6	5ecc613150de01b7e6824594426f24f4	0.0389	3001	qq5hw4	476badfc506c2c25a91238bce1328009	04f014e1781decea5f883e0a3d6825b0	0fd46a5900616e7d7660159c9b5d026b	SA	355711111
20	7	5ecc613150de01b7e6824594426f24f4	0.0865	3001	ry9D4R	8dafb664a9bceb34a362ebad38e596cb	369635aebe3d3ef6da4f56cc7c02b248	3af24486dd4f277d1e53f0d6857acaf3	XJ	375311111
20	8	5ecc613150de01b7e6824594426f24f4	0.1614	3001	aVV6vT	b52e01f3d539ad8af8a717a691416782	df653c478e0d284eeaeed078aec3ee56	d9a156476213910bbbd1d8b0aa0ed01a	BG	031211111
20	9	5ecc613150de01b7e6824594426f24f4	0.1962	3001	aev6snOH	f699d9bd52b36b52b9688fd316b921d2	5cecf44aa3e3e35e4a77bd7a72343f5a	17f8ae06d6bbf7a6e7f75161d450baa3	TA	248911111
20	10	5ecc613150de01b7e6824594426f24f4	0.0099	3001	BHSaQA	d98d45cdbe29990a98dfe9294824908f	83333d7e1b379195f1a2ff7b8d83cf71	6985eab983be2c089e01c8ac0e0f3d90	HO	101811111
3	7	5ecc613150de01b7e6824594426f24f4	0.1181	3001	YOfoNDOw	44a1ba3bdea9f37f5b7c288216a2892a	a3467d443b1b6135d7057cb51211591d	5e1a6cd2c510607ba79ad5e1686fbbf0	IB	809111111
3	8	5ecc613150de01b7e6824594426f24f4	0.0221	3001	pIY7ZJ4	9fd807d5724d1d4aea8510d9cabb7cfe	59fac710f14080e5c25f620fd268e8fc	8bad6f74828ffa37628665d20528368f	PR	178111111
3	9	5ecc613150de01b7e6824594426f24f4	0.1661	3001	mIt2QrzM	4a07aa55028cfd0ab95bbb4523e25dd1	1491611ee3d3c432daa65d74a31e5c37	2a063a13214eba876afc214d8bb7c54b	NO	706811111
3	10	5ecc613150de01b7e6824594426f24f4	0.0324	3001	uwB7cE	c8c8fe59900f5d54437da5d0519d2126	b15e5afc470a79660380ef8a4a56bacb	2c0a7e4747c75be20e69aacc8de77a35	OB	348511111
19	1	5ecc613150de01b7e6824594426f24f4	0.1247	3001	eGzJbv1	dd993f58398bc48d740f600d971765f3	3e5bbbf8bc06aec3aff1c76ec267553a	856b23d4f34d363777d270a4ad6dc6ae	XT	288911111
19	2	5ecc613150de01b7e6824594426f24f4	0.1625	3001	rAFL8k9AZ	6f17d5e70511b9c7b1c0f407a2205239	84092423d0a6380be24fcfa0063fe17a	f7f6617f55ba3784bb98f399cd08634a	JR	079211111
19	3	5ecc613150de01b7e6824594426f24f4	0.1035	3001	dLFCrbtOtq	a964b678da7a26430e7e71f557476c25	549800468a59323f76f7a8419d10d5e5	98d0fe77b27877c60e4d398c05e7fc24	BX	955911111
19	4	5ecc613150de01b7e6824594426f24f4	0.0488	3001	OjnPSHb	a3f5b62435af26f033bd4ac49209d99f	46154ce5828e21e9d9f7bb79a2ffbef9	a401c898e2a3c5c4a4ca274d3ae9e14c	GQ	142011111
19	5	5ecc613150de01b7e6824594426f24f4	0.1532	3001	xBf3ffY	9dbc9349a3e1324e9e525d701063b0aa	ba9a647f2f63c4c4bbf542824a5a7c39	75410b0a1664fbe80bb59010fcc72d16	FI	647911111
19	6	5ecc613150de01b7e6824594426f24f4	0.1757	3001	grd1eR	22b00428d244217b3273437b0bab7a70	8f900d300e9527e9bdfc7f2c46719a9f	fcccc3c603a008278109b70328be6961	LF	036011111
19	7	5ecc613150de01b7e6824594426f24f4	0.013	3001	KxTxloh	3825cf1e512d9d0779bc13d8f5c05468	20e3f6f9c83b6aa74db6cf697c3a0d58	51a1e2b844a932a3969efc049b76587e	QX	689611111
19	8	5ecc613150de01b7e6824594426f24f4	0.0596	3001	znlGsskGL	f9f9901bcb3c41351d9da8302ae36c1d	23dba9ff583eb87169d64de4f064a1f0	6433fae9e177e9ff57878a788cfa273b	EM	948211111
19	9	5ecc613150de01b7e6824594426f24f4	0.0147	3001	EIxwIR8	ee2f988aab2ccf40b08031bf907ceada	a049cc1bd3a7ddf4946d8150c712704c	3aaa3f31a84cfa5dcbd78e86d8959b41	DN	049411111
19	10	5ecc613150de01b7e6824594426f24f4	0.0584	3001	JPejUa	da93c18c610391d07a587cc847f64a91	4c59b4f9f5aff75afaa375f00f1d64e4	a8df04b7ceb3f62c26e62fa3cc8378ff	UI	259211111
6	8	5ecc613150de01b7e6824594426f24f4	0.0883	3001	jnxot8	aa8963abbd9960130fb6cffb4e07473c	4fa5ae4fc440bc284cbbd6fcea33b25a	ee680a99bef78b33a9df4b69675963e6	NU	489111111
6	9	5ecc613150de01b7e6824594426f24f4	0.1316	3001	FitESpHdx3	3fe7154e873e8630ff233c5b8de63fab	14edf47171c866e4f54e6fc405e972a1	277acc9f0ffe04dbd294c6ae9b93a77a	GH	488511111
6	10	5ecc613150de01b7e6824594426f24f4	0.106	3001	ZJAsKZeZFL	2e64e17c8a04a453fe87b3ccb2d39725	424bb2e2759d0aa12805ff9bcd3a1ce7	1720b7667fecb100ca180225d39cf0a0	OM	995311111
12	1	5ecc613150de01b7e6824594426f24f4	0.0818	3001	Q2uEvY5YK	8b2921bbf3fbe2f98a9330ff8d4e022c	338b16545f0e3232fc58a40699764d10	3302ca88ea7cf3397565954eb4ac252d	QP	024711111
12	2	5ecc613150de01b7e6824594426f24f4	0.0536	3001	asxxjkZkr	792f13d075ea1d4edd72506c522ca883	93bfb9ed18494ee51f32a0317ec8a149	8b3eb68dbdbced10735743537f7e41ba	VS	413611111
12	3	5ecc613150de01b7e6824594426f24f4	0.1539	3001	eVWXQBgZ	dc0e15b814927804a8ac5be6a6e79584	925a3686b5af7207a389309285f045da	50d0944501d3db715f6fedc5bd05cddf	YZ	332411111
12	4	5ecc613150de01b7e6824594426f24f4	0.1622	3001	E6h7zO	11b408211d364fe871bb60407d15b575	3cd17c95225826d92660ac307d2531e9	109b9881a53569f94ab0f15dc9428c92	LC	935711111
12	5	5ecc613150de01b7e6824594426f24f4	0.0867	3001	DRICy3L	ba5511bcd043cd9e025752506d7410db	14723d1c639c0dcf90ab53a84df90062	6c80ff4537c5461d39205eb97056963c	CD	686411111
12	6	5ecc613150de01b7e6824594426f24f4	0.1952	3001	gnoYlgs5xR	bf3bee386fa27f44c22facce28b23890	f24e15ebff47f75feb762d060113d086	c0b9d3760c218403142bfe639779845c	AN	230411111
12	7	5ecc613150de01b7e6824594426f24f4	0.0157	3001	HAmnDs	9d6d3a0a5bcdd7ef9d19ad8362b6ad42	de6d8a2343fdbf7960e3858c446aede8	90b2db6656f4403eb8532a4cd0b3625e	IL	250311111
12	8	5ecc613150de01b7e6824594426f24f4	0.1736	3001	qNfRHTa	9e0f506e13d550fd940356a3fd8d4f65	616b5774a8a68c143a6c2f9cfb372185	d19d9588946e425c21098100619944a8	PK	881311111
12	9	5ecc613150de01b7e6824594426f24f4	0.0732	3001	XKBzCqtn	a99c82b03ddf8414ad3fc807979a5dc8	4767a2f50bec4f4b24b557ff750286ec	ab177557661534b5e694f389665e2ace	YO	719911111
12	10	5ecc613150de01b7e6824594426f24f4	0.1589	3001	dM0BOjuhnr	b645057c16cd354214b252ef6bc4d2ab	dfa53f0d0fbd0381c36816a78d60e4e4	1abcff29e17693a2345159e8d02ff50b	QQ	612011111
1	8	5ecc613150de01b7e6824594426f24f4	0.0188	3001	vm3RkqZsB9	c21c54353e4d213392f76277ff92c029	e7986239b1103968dde989486672fe5a	ebe70c8cf2f4f3d1d9cff5a99c5dcfd9	SA	823711111
1	9	5ecc613150de01b7e6824594426f24f4	0.0956	3001	SxF8tc	41e6021de25dc198ea67b98e76c4c01a	b9a2b20148acb5d704fda98e786dcb22	b5250dc11de6666f92463b69ab100181	CL	779011111
1	10	5ecc613150de01b7e6824594426f24f4	0.0697	3001	IFRZUwf6F	c252be909dd7a0d44f64e7946e32943b	0c0cc66baf4fb091ad93957f3aa69367	3471bdee1ad09b826aab5b184c887c9f	SO	965011111
11	1	5ecc613150de01b7e6824594426f24f4	0.0225	3001	Cd55dPCaFG	ee4e7b5041538590acd19788571fcdc0	0aca9fbc0dc7dece220f470894b5da85	c36d32ef50cddf2072ff19c7e0be45e0	DT	835511111
11	2	5ecc613150de01b7e6824594426f24f4	0.117	3001	moCkCOqNRO	d02cc74a1e20ddad191f7ee09fa1abe8	211aca460b1e4a0ad7800d45c07c805c	77dbdf75d04d57a14405d2d4f7a288b1	FN	208011111
11	3	5ecc613150de01b7e6824594426f24f4	0.044	3001	eEjITxuTO	1a4dd95abcbfdf3265d8c3943c2babe2	2258c573014a93b18745eb570f3dbda4	6e2a82a93961c41684e37332ab8cb6fc	MN	810811111
11	4	5ecc613150de01b7e6824594426f24f4	0.1409	3001	Ie8P8Ju	b156967d90129c94418335ee3d99655d	9531743a9f1cf86bfd15df328e55e22d	7c9bedb5f25dd3315668ab399d3b9e41	QQ	198511111
11	5	5ecc613150de01b7e6824594426f24f4	0.0307	3001	IDX126NhO	ad06d4f213911ccfa9aa3ef277ce11a1	81c0bd83f5579dfcd1c75c1db3916e93	2808f18e6236a61caf7c6440292388e5	AK	300011111
11	6	5ecc613150de01b7e6824594426f24f4	0.0515	3001	UzUU2WLet	ee1c27fd4c9a58dabac2dbb002321c90	4307a7650ec0d7d4c89c50477d99c07e	85aa3263113a4b6dbc3811dbcef8f6ad	YG	784211111
11	7	5ecc613150de01b7e6824594426f24f4	0.0527	3001	ZPW5gc4	bb1107240830e8f8d3685f2665e05986	8b625bfd5b7762c7134e0c3c6a7644cf	bdcb5749132116a8cc3ca309c5ec33db	WD	654511111
11	8	5ecc613150de01b7e6824594426f24f4	0.0438	3001	y953yIvi	13ba7acd22c63277800919ee02f16c15	f8badf9d38a249e175990532438f553b	d55fa405bac17f011c7cdf000ce272b5	LR	276611111
11	9	5ecc613150de01b7e6824594426f24f4	0.0624	3001	xfuHqjZNy	0583404bd69702bd4ffde74613fb0068	3b02d6eab1eb87a00b2be0d1a3d74cc9	f490e82874e60968f92e7bf24bf1eb0d	TI	104811111
11	10	5ecc613150de01b7e6824594426f24f4	0.0332	3001	LLRvRe2	2ae801e33d6194de020c97677b98fb17	52f920253e807eb0dc6be99b3cf94263	e363c1cf493e93c6c86bd0291bf80678	KJ	461311111
7	8	5ecc613150de01b7e6824594426f24f4	0.193	3001	Z6PcXtXz57	b996664b3ffddd826af46b38bcc221b8	534f11ddf39613ac7b52456a0e247e02	e74efd4bbdbd94be3fe0408f4d5f5a20	UC	215811111
7	9	5ecc613150de01b7e6824594426f24f4	0.1265	3001	SVMsAQmb	119e44e2894c51fefa1e9f5326e39d39	de49af0f3de181be6d5e84c59e6564dd	d905f16c8075b03d3404f5555dedacc8	RT	352411111
7	10	5ecc613150de01b7e6824594426f24f4	0.0703	3001	wnhwdelw3	18e3d6f3703e87ee3b44050d960a160b	83b89c62262fad20c3d1f0ec001965a9	c7160fdd2ecc944db468fca5aa8f0b1f	DB	329511111
14	1	5ecc613150de01b7e6824594426f24f4	0.0325	3001	zzbedko	32fbdec85572d7f4fb0b63215229e49b	edf82e74422f8780a114beb7b3e6a96c	33215f4c20169402e6b0f37eb93303f6	OX	371811111
14	2	5ecc613150de01b7e6824594426f24f4	0.0295	3001	xgPjq3z1	ce8f04049c24804c6460bf0e5fb38aa3	b46f3fe54efaaad915451601956ba439	dde56531b1a849c0b673ba280cf7cafc	MV	853311111
14	3	5ecc613150de01b7e6824594426f24f4	0.0563	3001	QuXxicD1F	e80d6292a3400ce887c50728a8af187e	7016c5ce49a7710b1effa0dd4e5e2aa4	6b526d3840c07e51d78a98dbe058df3e	GW	695211111
14	4	5ecc613150de01b7e6824594426f24f4	0.1795	3001	EMmumT	b76961f6810f43217beac589dad251a3	bd9d3d48dfa312e554f178c93dccfcf6	2b0f43cd25d1d524d3215cefda925c49	VF	242911111
14	5	5ecc613150de01b7e6824594426f24f4	0.1512	3001	RZQ9i0pm	128db67d30d3b2eb8e6f6a7647bd56d9	ff33f0faf952b98352579b0bb6a4ed1c	a563b31c50d394bdc4a9ac1c5060b928	PS	658511111
14	6	5ecc613150de01b7e6824594426f24f4	0.196	3001	reXG176cN	bacb92a5f8775e3c150ee39ffaca7364	220f3d226a039e2c8d214e123b9734bd	595113e1f91283a85053ac9b94e9e391	CY	500511111
14	7	5ecc613150de01b7e6824594426f24f4	0.1234	3001	nW5Ns5	cb69f239f683781dfc31d693072e62a9	597317ef4b4727674c52e53c7e622a76	50b55ca032fd2380eeec9702f7792db9	VY	756411111
14	8	5ecc613150de01b7e6824594426f24f4	0.1811	3001	srlqfa	6a3c2dc16f052b1ff6a3faeb36ac60cb	4292068f882c2ba4baa129ad2ed4fa55	b60433ccb6c75d332a05cbffb67baf1b	VL	245611111
14	9	5ecc613150de01b7e6824594426f24f4	0.035	3001	WHY9H3	8725f681cf8ea09fb7127282a90c4425	4eef3f9021f75c8034b46474958365b3	5119883585efd8bf693631eefd0020ba	ML	249211111
14	10	5ecc613150de01b7e6824594426f24f4	0.1712	3001	UUzS4FNyK	550160d363e7d1ef9c4c49b5cf789e72	545aefa925d8f9614488ff012ea9f24b	d46857b79778bf73e48d7f36e9132396	CH	729811111
5	8	5ecc613150de01b7e6824594426f24f4	0.1352	3001	sC1eBBedl	988a9645162744067d770455cac063d6	abc610ba1df5f98b464537a4762f02cc	fe0721d296f417e335a0dcd8a4d014db	GR	406711111
5	9	5ecc613150de01b7e6824594426f24f4	0.0207	3001	JbW8WsK	f42689f4bf3c166fdd2d971abee6ea2c	4dd95130f021f36b58f2462156ad76ca	72e23b867dd7cb78334d293225596689	GX	350711111
5	10	5ecc613150de01b7e6824594426f24f4	0.1726	3001	Yy7mOOyqz	ca9a1dd1cbe9a1ccb05ce41a00428690	642bfaee22f8d71e7071647b5babde60	94d533f3f75212da36424841851a6dbc	OE	963511111
15	1	5ecc613150de01b7e6824594426f24f4	0.0415	3001	M2FzxZla4	9eef2ccbca09a716eed147358c126b6d	2f514acff99d4d83771361c7984b1204	95b526eff3bb1c23d3ab600594bc9dbc	FB	393611111
15	2	5ecc613150de01b7e6824594426f24f4	0.1905	3001	ocE45Eh	6873faeae87624aa3f8b3751bbe1bec9	db527ed4f7384bb65fe0947cc5633666	4ba1af3fd845531b96a6b621ce85c7dc	ZM	219911111
15	3	5ecc613150de01b7e6824594426f24f4	0.0221	3001	X8vZh3th	99a5a3ebf9496a0e55d68a67959b665c	32a8f03ee6894108ccdfdc2ff3ef8f9d	9ae269a74bdaf213c8a6eeb490025b9d	AE	028011111
15	4	5ecc613150de01b7e6824594426f24f4	0.0138	3001	qhKI8bk0q	3503591052bcb116258e0dc02ad1ac14	bdb7a9da43cd01e20fb4240fd1fddf30	6670c71292510c9e9dfbd59fd2a3cf9a	BH	214411111
15	5	5ecc613150de01b7e6824594426f24f4	0.0113	3001	kjHrfVCrPW	fed0e72720336cf7abff1906aad02b4d	1b97e16081f7d97622e8ed9b68a3b789	6f25c68b29a28b6a3dcdaef28f08e0fc	QG	925611111
15	6	5ecc613150de01b7e6824594426f24f4	0.0294	3001	xgnMlxtss	ba07a0d0ce3c7e9468faca1f271af6a3	49d83cc6479d5cfee6680b317f1e2ee2	6e96e64f4edfa03560146492a8abc152	GY	971611111
15	7	5ecc613150de01b7e6824594426f24f4	0.0852	3001	LSsgEwGQjX	bcb37f6790d2701f9dfec2ff06ba8ef2	3e79a6bfcb982fff8f1437fb66c9a1f2	4144217ddf6495ab8f9af8b47f896fc1	MC	541311111
15	8	5ecc613150de01b7e6824594426f24f4	0.0615	3001	UTHcvL	cb466d16ac20ab3e90490ce1835757bb	1050631c2c4e2aa729557d19197f7514	759ed4937dd5bf0e4f024322e59ae65a	JM	397411111
15	9	5ecc613150de01b7e6824594426f24f4	0.0466	3001	s0PbFSIAUQ	e6bb03ab2e9ac656be6cc7bae69dfdcf	1ab0fc6cf9bb1cd456cf0642ee397ab3	bb14fa3c54ceda05ec8a20576b5bf1f2	GQ	371811111
15	10	5ecc613150de01b7e6824594426f24f4	0.0226	3001	nDLo87rV33	ae1bb9376c9a980caf3c1d611e5dd756	67c6eb30a75a2947d5d2a74fe41f190e	5f0e85665d817c3e8a24b76320c8d115	KB	479911111
